,registro,clima,temperatura,sens_termica,humedad,viento,registrados,fecha_nueva,festividad,festividad_1,año_bueno,estacion_correcta,mes_bueno,dia_semana_nuevo,no_laboral_nuevo
38,39,1,9.0,9.9,54.0,24.3,1466,2018-02-08,,0,2018,invierno,2,3,1
39,40,2,5.5,7.2,49.0,12.7,1552,2018-02-09,,0,2018,invierno,2,4,1
40,41,1,5.9,7.5,44.0,14.9,1491,2018-02-10,,0,2018,invierno,2,5,0
41,42,1,7.8,10.7,51.0,7.3,1597,2018-02-11,,0,2018,invierno,2,6,0
42,43,1,9.1,11.6,54.0,13.6,1184,2018-02-12,,0,2018,invierno,2,0,1
43,44,1,13.0,16.2,46.0,17.5,1192,2018-02-13,,0,2018,invierno,2,1,1
44,45,1,17.0,19.9,38.0,12.764794520547941,1705,2018-02-14,,0,2018,invierno,2,2,1
45,46,1,10.9,12.7,31.0,19.5,1675,2018-02-15,,0,2018,invierno,2,3,1
46,47,1,13.0,15.8,42.0,16.9,1897,2018-02-16,,0,2018,invierno,2,4,1
47,48,1,17.9,21.4,50.0,15.4,2216,2018-02-17,,0,2018,invierno,2,5,0
48,49,1,21.4,25.6,52.0,17.7,2348,2018-02-18,,0,2018,invierno,2,6,0
49,50,1,16.4,19.6,62.76849315068493,12.764794520547941,1103,2018-02-19,Washington's Birthday,1,2018,invierno,2,0,0
50,51,1,11.7,13.9,41.0,15.0,1173,2018-02-20,,0,2018,invierno,2,1,1
51,52,2,12.4,14.2,60.0,20.6,912,2018-02-21,,0,2018,invierno,2,2,1
52,53,1,7.5,9.3,58.0,13.1,1376,2018-02-22,,0,2018,invierno,2,3,1
53,54,1,9.1,12.3,42.0,6.3,1778,2018-02-23,,0,2018,invierno,2,4,1
54,55,2,12.1,14.5,70.0,16.8,1707,2018-02-24,,0,2018,invierno,2,5,0
55,56,2,14.9,17.5,71.0,23.2,1341,2018-02-25,,0,2018,invierno,2,6,0
56,57,1,11.6,14.1,54.0,12.5,1545,2018-02-26,,0,2018,invierno,2,0,1
57,58,1,14.1,17.6,68.0,8.4,1708,2018-02-27,,0,2018,invierno,2,1,1
58,59,2,16.7,20.0,88.0,19.4,1365,2018-02-28,,0,2018,invierno,2,2,1
59,60,1,10.9,13.2,54.0,14.5,1714,2018-03-01,,0,2018,invierno,3,3,1
60,61,1,13.7,16.0,45.0,20.6,1903,2018-03-02,,0,2018,invierno,3,4,1
61,62,1,8.1,10.0,32.0,15.1,1562,2018-03-03,,0,2018,invierno,3,5,0
62,63,2,10.7,12.8,61.0,13.6,1730,2018-03-04,,0,2018,invierno,3,6,0
63,64,2,15.8,18.9,79.0,16.9,1437,2018-03-05,,0,2018,invierno,3,0,1
64,65,2,15.4,18.3,95.0,23.0,491,2018-03-06,,0,2018,invierno,3,1,1
65,66,1,10.7,11.9,55.0,22.9,1628,2018-03-07,,0,2018,invierno,3,2,1
66,67,1,12.0,15.1,42.0,8.1,1817,2018-03-08,,0,2018,invierno,3,3,1
67,68,2,12.1,14.3,78.0,14.8,1700,2018-03-09,,0,2018,invierno,3,4,1
68,69,3,16.0,19.3,62.76849315068493,17.5,577,2018-03-10,,0,2018,invierno,3,5,0
69,70,2,13.0,15.2,65.0,15.6,1730,2018-03-11,,0,2018,invierno,3,6,0
70,71,1,13.5,16.3,59.0,14.8,1408,2018-03-12,,0,2018,invierno,3,0,1
71,72,1,15.8,19.0,53.0,18.1,1435,2018-03-13,,0,2018,invierno,3,1,1
72,73,1,13.3,16.6,50.0,9.2,1687,2018-03-14,,0,2018,invierno,3,2,1
73,74,2,13.0,15.9,66.0,12.3,1767,2018-03-15,,0,2018,invierno,3,3,1
74,75,2,15.0,18.3,78.0,13.6,1871,2018-03-16,,0,2018,invierno,3,4,1
75,76,1,17.0,20.5,60.0,14.0,2320,2018-03-17,,0,2018,invierno,3,5,0
76,77,1,22.1,26.4,53.0,15.5,2355,2018-03-18,,0,2018,invierno,3,6,0
77,78,1,19.4,23.3,38.0,24.7,1693,2018-03-19,,0,2018,invierno,3,0,1
78,79,1,13.6,16.3,47.0,13.9,1424,2018-03-20,,0,2018,invierno,3,1,1
79,80,2,17.6,20.5,74.0,19.3,1676,2018-03-21,,0,2018,primavera,3,2,1
80,81,1,18.1,22.0,62.0,15.1,2243,2018-03-22,,0,2018,primavera,3,3,1
81,82,2,14.2,16.9,84.0,15.7,1918,2018-03-23,,0,2018,primavera,3,4,1
82,83,2,11.7,13.5,81.0,16.3,1699,2018-03-24,,0,2018,primavera,3,5,0
83,84,1,10.8,12.8,50.0,15.5,1910,2018-03-25,,0,2018,primavera,3,6,0
84,85,1,10.9,12.9,39.0,14.0,1515,2018-03-26,,0,2018,primavera,3,0,1
85,86,2,10.4,12.5,49.0,12.3,1221,2018-03-27,,0,2018,primavera,3,1,1
86,87,1,10.8,12.9,30.0,14.2,1806,2018-03-28,,0,2018,primavera,3,2,1
87,88,1,12.4,14.6,31.0,15.2,2108,2018-03-29,,0,2018,primavera,3,3,1
88,89,2,12.3,14.9,65.0,11.6,1368,2018-03-30,,0,2018,primavera,3,4,1
89,90,3,11.0,12.9,92.0,14.6,1506,2018-03-31,,0,2018,primavera,3,5,0
90,91,2,12.3,14.2,69.0,17.3,1920,2018-04-01,,0,2018,primavera,4,6,0
91,92,2,12.9,15.8,65.0,13.2,1354,2018-04-02,,0,2018,primavera,4,0,1
92,93,1,15.5,18.9,48.0,12.2,1598,2018-04-03,,0,2018,primavera,4,1,1
93,94,1,23.5,27.1,43.0,12.764794520547941,2381,2018-04-04,,0,2018,primavera,4,2,1
94,95,2,17.0,19.9,64.0,12.764794520547941,1628,2018-04-05,,0,2018,primavera,4,3,1
95,96,1,16.0,19.4,47.0,17.6,2395,2018-04-06,,0,2018,primavera,4,4,1
96,97,1,17.9,21.7,60.0,10.9,2570,2018-04-07,,0,2018,primavera,4,5,0
97,98,2,13.8,16.2,84.0,15.2,1299,2018-04-08,,0,2018,primavera,4,6,0
98,99,2,14.0,17.1,88.0,8.9,1576,2018-04-09,,0,2018,primavera,4,0,1
99,100,2,17.5,21.3,86.0,9.8,1707,2018-04-10,,0,2018,primavera,4,1,1
100,101,2,24.4,28.3,72.0,21.7,2493,2018-04-11,,0,2018,primavera,4,2,1
101,102,2,20.6,24.7,74.0,18.4,1777,2018-04-12,,0,2018,primavera,4,3,1
102,103,2,16.9,20.9,82.0,16.8,1953,2018-04-13,,0,2018,primavera,4,4,1
103,104,1,19.2,23.1,54.0,7.4,2738,2018-04-14,,0,2018,primavera,4,5,0
104,105,1,18.3,22.1,67.0,15.2,2484,2018-04-15,,0,2018,primavera,4,6,0
105,106,3,17.7,21.3,89.0,22.8,674,2018-04-16,,0,2018,primavera,4,0,1
106,107,1,18.7,22.3,48.0,20.3,2186,2018-04-17,,0,2018,primavera,4,1,1
107,108,1,21.0,25.2,54.0,11.0,2760,2018-04-18,,0,2018,primavera,4,2,1
108,109,2,20.7,24.5,67.0,10.6,2795,2018-04-19,,0,2018,primavera,4,3,1
109,110,1,24.4,28.2,61.0,16.2,3331,2018-04-20,,0,2018,primavera,4,4,1
110,111,1,18.8,22.7,41.0,21.8,3444,2018-04-21,,0,2018,primavera,4,5,0
111,112,2,13.8,16.1,73.0,14.7,1506,2018-04-22,,0,2018,primavera,4,6,0
112,113,2,18.9,22.5,89.0,15.5,2574,2018-04-23,,0,2018,primavera,4,0,1
113,114,2,23.8,27.6,81.0,12.9,2481,2018-04-24,,0,2018,primavera,4,1,1
114,115,1,24.9,28.7,78.0,12.4,3300,2018-04-25,,0,2018,primavera,4,2,1
115,116,1,25.9,29.7,73.0,21.9,3722,2018-04-26,,0,2018,primavera,4,3,1
116,117,2,25.4,28.8,84.0,20.9,3325,2018-04-27,,0,2018,primavera,4,4,1
117,118,2,25.3,28.9,70.0,21.5,3489,2018-04-28,,0,2018,primavera,4,5,0
118,119,1,20.9,24.9,46.0,16.1,3717,2018-04-29,,0,2018,primavera,4,6,0
119,120,1,19.4,23.2,50.0,15.8,3347,2018-04-30,,0,2018,primavera,4,0,1
120,121,2,18.5,22.4,76.0,7.1,2213,2018-05-01,,0,2018,primavera,5,1,1
121,122,2,22.5,26.6,73.0,12.3,3554,2018-05-02,,0,2018,primavera,5,2,1
122,123,2,25.3,29.1,70.0,23.0,3848,2018-05-03,,0,2018,primavera,5,3,1
123,124,2,17.0,20.2,74.0,22.0,2378,2018-05-04,,0,2018,primavera,5,4,1
124,125,1,18.8,22.1,44.0,19.8,3819,2018-05-05,,0,2018,primavera,5,5,0
125,126,1,19.6,23.7,59.0,15.3,3714,2018-05-06,,0,2018,primavera,5,6,0
126,127,1,21.3,25.6,54.0,10.8,3102,2018-05-07,,0,2018,primavera,5,0,1
127,128,1,21.7,25.9,63.0,5.0,2932,2018-05-08,,0,2018,primavera,5,1,1
128,129,1,21.8,26.3,59.0,11.8,3698,2018-05-09,,0,2018,primavera,5,2,1
129,130,1,21.8,26.1,49.0,7.7,4109,2018-05-10,,0,2018,primavera,5,3,1
130,131,1,22.2,26.4,63.0,8.1,3632,2018-05-11,,0,2018,primavera,5,4,1
131,132,1,21.9,26.2,75.0,12.7,4169,2018-05-12,,0,2018,primavera,5,5,0
132,133,2,21.0,24.7,86.0,12.0,3413,2018-05-13,,0,2018,primavera,5,6,0
133,134,2,21.4,25.0,92.0,9.0,2507,2018-05-14,,0,2018,primavera,5,0,1
134,135,2,23.1,26.8,87.0,10.2,2971,2018-05-15,,0,2018,primavera,5,1,1
135,136,1,23.7,27.5,79.0,8.5,3185,2018-05-16,,0,2018,primavera,5,2,1
136,137,2,23.0,26.9,84.0,18.6,3445,2018-05-17,,0,2018,primavera,5,3,1
137,138,2,22.6,26.4,87.0,13.5,3319,2018-05-18,,0,2018,primavera,5,4,1
138,139,2,21.8,25.5,83.0,7.3,3840,2018-05-19,,0,2018,primavera,5,5,0
139,140,1,22.0,26.5,72.0,8.4,4008,2018-05-20,,0,2018,primavera,5,6,0
140,141,1,24.7,28.6,63.0,8.1,3547,2018-05-21,,0,2018,primavera,5,0,1
141,142,1,24.8,28.7,75.0,9.9,3084,2018-05-22,,0,2018,primavera,5,1,1
142,143,2,25.9,29.5,81.0,15.7,3438,2018-05-23,,0,2018,primavera,5,2,1
143,144,2,27.1,30.2,74.0,13.9,3833,2018-05-24,,0,2018,primavera,5,3,1
144,145,1,27.1,30.8,70.0,10.3,4238,2018-05-25,,0,2018,primavera,5,4,1
145,146,1,29.0,32.7,68.0,13.4,3919,2018-05-26,,0,2018,primavera,5,5,0
146,147,1,28.0,31.9,65.0,16.1,3808,2018-05-27,,0,2018,primavera,5,6,0
147,148,1,26.9,30.6,73.0,15.4,2757,2018-05-28,Memorial Day,1,2018,primavera,5,0,0
148,149,1,27.4,30.8,82.0,14.3,2433,2018-05-29,,0,2018,primavera,5,1,1
149,150,1,30.1,33.6,68.0,8.8,2549,2018-05-30,,0,2018,primavera,5,2,1
150,151,1,31.8,36.3,64.0,7.5,3309,2018-05-31,,0,2018,primavera,5,3,1
151,152,2,31.3,36.0,68.0,13.9,3461,2018-06-01,,0,2018,primavera,6,4,1
152,153,1,29.3,32.2,30.0,19.6,4232,2018-06-02,,0,2018,primavera,6,5,0
153,154,1,25.4,29.4,35.0,17.0,4414,2018-06-03,,0,2018,primavera,6,6,0
154,155,1,26.0,29.7,46.0,8.3,3473,2018-06-04,,0,2018,primavera,6,0,1
155,156,2,26.6,30.8,65.0,9.3,3221,2018-06-05,,0,2018,primavera,6,1,1
156,157,1,27.8,31.1,60.0,8.2,3875,2018-06-06,,0,2018,primavera,6,2,1
157,158,1,29.0,32.8,60.0,12.6,4070,2018-06-07,,0,2018,primavera,6,3,1
158,159,1,31.8,36.4,62.0,9.2,3725,2018-06-08,,0,2018,primavera,6,4,1
159,160,2,33.1,37.9,57.0,10.0,3352,2018-06-09,,0,2018,primavera,6,5,0
160,161,1,31.0,35.2,60.0,9.4,3771,2018-06-10,,0,2018,primavera,6,6,0
161,162,1,29.7,33.9,65.0,10.4,3237,2018-06-11,,0,2018,primavera,6,0,1
162,163,1,28.4,32.2,75.0,11.0,2993,2018-06-12,,0,2018,primavera,6,1,1
163,164,1,26.0,30.1,49.0,20.5,4157,2018-06-13,,0,2018,primavera,6,2,1
164,165,1,24.8,29.6,51.0,18.0,4164,2018-06-14,,0,2018,primavera,6,3,1
165,166,1,25.7,29.4,47.0,11.3,4411,2018-06-15,,0,2018,primavera,6,4,1
166,167,2,25.8,29.8,69.0,13.8,3222,2018-06-16,,0,2018,primavera,6,5,0
167,168,1,26.6,30.0,74.0,9.6,3981,2018-06-17,,0,2018,primavera,6,6,0
168,169,1,28.6,32.2,67.0,8.0,3312,2018-06-18,,0,2018,primavera,6,0,1
169,170,2,28.7,32.3,67.0,6.8,3105,2018-06-19,,0,2018,primavera,6,1,1
170,171,2,26.0,29.8,75.0,10.4,3311,2018-06-20,,0,2018,primavera,6,2,1
171,172,2,27.9,31.9,77.0,11.5,4061,2018-06-21,,0,2018,verano,6,3,1
172,173,1,30.1,34.7,71.0,11.5,3846,2018-06-22,,0,2018,verano,6,4,1
173,174,2,29.9,34.7,70.0,16.0,4044,2018-06-23,,0,2018,verano,6,5,0
174,175,1,29.7,32.8,57.0,14.9,4022,2018-06-24,,0,2018,verano,6,6,0
175,176,1,28.5,32.2,48.0,14.0,3420,2018-06-25,,0,2018,verano,6,0,1
176,177,1,27.9,31.9,51.0,6.3,3385,2018-06-26,,0,2018,verano,6,1,1
177,178,2,28.0,31.9,66.0,7.2,3854,2018-06-27,,0,2018,verano,6,2,1
178,179,1,30.5,34.6,63.0,9.7,3916,2018-06-28,,0,2018,verano,6,3,1
179,180,1,29.9,32.7,50.0,17.5,4377,2018-06-29,,0,2018,verano,6,4,1
180,181,1,28.6,31.9,43.0,12.4,4488,2018-06-30,,0,2018,verano,6,5,0
181,182,1,29.6,32.6,40.0,6.9,4116,2018-07-01,,0,2018,verano,7,6,0
182,183,1,30.3,33.4,44.0,7.7,2915,2018-07-02,,0,2018,verano,7,0,1
183,184,2,29.4,33.4,68.0,15.3,2367,2018-07-03,,0,2018,verano,7,1,1
184,185,2,29.8,33.3,64.0,5.5,2978,2018-07-04,Independence Day,1,2018,verano,7,2,0
185,186,1,30.6,34.8,59.0,8.5,3634,2018-07-05,,0,2018,verano,7,3,1
186,187,1,29.5,34.3,74.0,10.0,3845,2018-07-06,,0,2018,verano,7,4,1
187,188,1,30.8,34.3,65.0,10.7,3838,2018-07-07,,0,2018,verano,7,5,0
188,189,2,29.1,33.5,76.0,15.1,3348,2018-07-08,,0,2018,verano,7,6,0
189,190,1,30.1,33.2,61.0,11.3,3348,2018-07-09,,0,2018,verano,7,0,1
190,191,1,30.6,34.5,58.0,12.3,3138,2018-07-10,,0,2018,verano,7,1,1
191,192,1,31.3,36.5,64.0,18.9,3363,2018-07-11,,0,2018,verano,7,2,1
192,193,1,32.6,37.0,56.0,13.4,3596,2018-07-12,,0,2018,verano,7,3,1
193,194,1,30.6,34.5,63.0,9.8,3594,2018-07-13,,0,2018,verano,7,4,1
194,195,1,27.9,31.8,48.0,16.1,4196,2018-07-14,,0,2018,verano,7,5,0
195,196,1,27.2,31.2,59.0,12.2,4220,2018-07-15,,0,2018,verano,7,6,0
196,197,1,28.2,31.9,58.0,14.0,3505,2018-07-16,,0,2018,verano,7,0,1
197,198,1,29.5,33.5,60.0,16.4,3296,2018-07-17,,0,2018,verano,7,1,1
198,199,1,30.6,35.2,65.0,14.5,3617,2018-07-18,,0,2018,verano,7,2,1
199,200,1,31.8,37.4,65.0,8.8,3789,2018-07-19,,0,2018,verano,7,3,1
200,201,1,31.5,37.3,71.0,7.6,3688,2018-07-20,,0,2018,verano,7,4,1
201,202,2,33.4,41.3,69.0,14.9,3152,2018-07-21,,0,2018,verano,7,5,0
202,203,1,34.8,42.0,58.0,8.9,2825,2018-07-22,,0,2018,verano,7,6,0
203,204,1,34.8,40.2,50.0,8.8,2298,2018-07-23,,0,2018,verano,7,0,1
204,205,1,34.0,39.7,55.0,11.3,2556,2018-07-24,,0,2018,verano,7,1,1
205,206,1,30.5,36.0,76.0,6.1,3272,2018-07-25,,0,2018,verano,7,2,1
206,207,1,31.6,34.8,54.0,13.4,3840,2018-07-26,,0,2018,verano,7,3,1
207,208,1,31.8,34.5,40.0,12.3,3901,2018-07-27,,0,2018,verano,7,4,1
208,209,1,32.0,37.0,58.0,12.0,3784,2018-07-28,,0,2018,verano,7,5,0
209,210,1,34.4,39.3,54.0,11.7,3176,2018-07-29,,0,2018,verano,7,6,0
210,211,1,33.0,36.4,47.0,11.3,2916,2018-07-30,,0,2018,verano,7,0,1
211,212,1,33.0,36.5,48.0,11.0,2778,2018-07-31,,0,2018,verano,7,1,1
212,213,1,31.6,35.2,55.0,10.5,3537,2018-08-01,,0,2018,verano,8,2,1
213,214,1,32.1,35.4,49.0,13.8,4044,2018-08-02,,0,2018,verano,8,3,1
214,215,2,30.0,34.0,66.0,9.1,3107,2018-08-03,,0,2018,verano,8,4,1
215,216,2,29.1,33.2,76.0,13.2,3777,2018-08-04,,0,2018,verano,8,5,0
216,217,1,29.1,32.8,63.0,12.4,3843,2018-08-05,,0,2018,verano,8,6,0
217,218,2,29.4,33.8,76.0,15.3,2773,2018-08-06,,0,2018,verano,8,0,1
218,219,1,30.4,35.8,75.0,13.5,2487,2018-08-07,,0,2018,verano,8,1,1
219,220,1,31.4,35.2,59.0,12.9,3480,2018-08-08,,0,2018,verano,8,2,1
220,221,1,31.8,36.2,57.0,10.1,3695,2018-08-09,,0,2018,verano,8,3,1
221,222,1,31.4,34.2,42.0,13.4,3896,2018-08-10,,0,2018,verano,8,4,1
222,223,1,29.4,32.6,42.0,11.0,3980,2018-08-11,,0,2018,verano,8,5,0
223,224,1,29.0,32.7,42.0,8.4,3854,2018-08-12,,0,2018,verano,8,6,0
224,225,2,28.1,32.3,73.0,14.2,2646,2018-08-13,,0,2018,verano,8,0,1
225,226,2,27.7,31.2,82.0,14.9,2482,2018-08-14,,0,2018,verano,8,1,1
226,227,1,27.3,30.8,71.0,14.0,3563,2018-08-15,,0,2018,verano,8,2,1
227,228,1,28.7,32.3,58.0,15.8,4004,2018-08-16,,0,2018,verano,8,3,1
228,229,1,29.7,33.3,58.0,9.6,4026,2018-08-17,,0,2018,verano,8,4,1
229,230,1,29.2,33.1,65.0,15.6,3166,2018-08-18,,0,2018,verano,8,5,0
230,231,2,28.1,31.7,72.0,9.3,3356,2018-08-19,,0,2018,verano,8,6,0
231,232,1,28.6,32.4,67.0,7.0,3277,2018-08-20,,0,2018,verano,8,0,1
232,233,1,29.1,33.8,77.0,16.7,2624,2018-08-21,,0,2018,verano,8,1,1
233,234,1,28.4,31.9,47.0,18.5,3925,2018-08-22,,0,2018,verano,8,2,1
234,235,1,26.3,30.3,46.0,9.8,4614,2018-08-23,,0,2018,verano,8,3,1
235,236,1,27.6,31.5,60.0,17.0,4181,2018-08-24,,0,2018,verano,8,4,1
236,237,2,28.0,32.3,77.0,14.1,3107,2018-08-25,,0,2018,verano,8,5,0
237,238,1,28.7,33.0,76.0,5.6,3893,2018-08-26,,0,2018,verano,8,6,0
238,239,2,27.9,31.8,85.0,25.2,889,2018-08-27,,0,2018,verano,8,0,1
239,240,1,29.0,32.4,56.0,20.4,2919,2018-08-28,,0,2018,verano,8,1,1
240,241,1,26.1,30.4,55.0,10.7,3905,2018-08-29,,0,2018,verano,8,2,1
241,242,1,26.2,29.7,55.0,8.4,4429,2018-08-30,,0,2018,verano,8,3,1
242,243,1,26.9,30.6,60.0,5.6,4370,2018-08-31,,0,2018,verano,8,4,1
243,244,1,26.9,30.7,64.0,9.5,4332,2018-09-01,,0,2018,verano,9,5,0
244,245,2,26.4,30.2,73.0,9.4,3852,2018-09-02,,0,2018,verano,9,6,0
245,246,1,27.4,31.7,72.0,12.4,2549,2018-09-03,Labor Day,1,2018,verano,9,0,0
246,247,1,29.1,33.3,74.0,13.8,2419,2018-09-04,,0,2018,verano,9,1,1
247,248,2,27.6,31.3,79.0,14.3,2115,2018-09-05,,0,2018,verano,9,2,1
248,249,3,22.1,25.8,89.0,23.0,2506,2018-09-06,,0,2018,verano,9,3,1
249,250,3,24.6,27.2,92.0,6.5,1878,2018-09-07,,0,2018,verano,9,4,1
250,251,3,26.0,27.8,94.0,12.9,1689,2018-09-08,,0,2018,verano,9,5,0
251,252,2,26.6,28.9,90.0,8.3,3127,2018-09-09,,0,2018,verano,9,6,0
252,253,1,27.1,30.4,75.0,10.3,3595,2018-09-10,,0,2018,verano,9,0,1
253,254,1,26.8,30.5,71.0,7.7,3413,2018-09-11,,0,2018,verano,9,1,1
254,255,1,26.4,30.1,69.0,6.0,4023,2018-09-12,,0,2018,verano,9,2,1
255,256,1,26.7,30.2,71.0,9.5,4062,2018-09-13,,0,2018,verano,9,3,1
256,257,1,27.6,31.3,70.0,11.2,4138,2018-09-14,,0,2018,verano,9,4,1
257,258,2,23.7,27.7,71.0,18.2,3231,2018-09-15,,0,2018,verano,9,5,0
258,259,2,19.2,23.1,59.0,11.0,4018,2018-09-16,,0,2018,verano,9,6,0
259,260,2,20.2,23.9,72.0,12.7,3077,2018-09-17,,0,2018,verano,9,0,1
260,261,1,20.8,24.5,70.0,12.0,2921,2018-09-18,,0,2018,verano,9,1,1
261,262,2,22.5,26.5,69.0,10.2,3848,2018-09-19,,0,2018,verano,9,2,1
262,263,2,23.0,26.6,88.0,9.0,3203,2018-09-20,,0,2018,verano,9,3,1
263,264,2,24.4,27.5,90.0,6.5,3813,2018-09-21,,0,2018,verano,9,4,1
264,265,2,25.8,27.7,90.0,8.6,4240,2018-09-22,,0,2018,verano,9,5,0
265,266,2,25.0,26.1,97.0,5.3,2137,2018-09-23,,0,2018,otoño,9,6,0
266,267,2,24.9,28.2,86.0,5.3,3647,2018-09-24,,0,2018,otoño,9,0,1
267,268,2,26.0,28.6,84.0,3.4,3466,2018-09-25,,0,2018,otoño,9,1,1
268,269,2,26.6,29.5,85.0,7.4,3946,2018-09-26,,0,2018,otoño,9,2,1
269,270,2,26.1,28.7,89.0,7.9,3643,2018-09-27,,0,2018,otoño,9,3,1
270,271,2,26.0,28.8,85.0,10.0,3427,2018-09-28,,0,2018,otoño,9,4,1
271,272,1,25.3,28.7,70.0,11.6,4186,2018-09-29,,0,2018,otoño,9,5,0
272,273,1,23.1,27.2,65.0,13.8,4372,2018-09-30,,0,2018,otoño,9,6,0
273,274,2,16.8,20.6,75.0,19.6,1949,2018-10-01,,0,2018,otoño,10,0,1
274,275,2,14.6,17.3,79.0,14.9,2302,2018-10-02,,0,2018,otoño,10,1,1
275,276,2,15.8,19.6,76.0,5.6,3240,2018-10-03,,0,2018,otoño,10,2,1
276,277,1,19.8,23.6,71.0,13.8,3970,2018-10-04,,0,2018,otoño,10,3,1
277,278,1,22.1,26.4,65.0,11.9,4267,2018-10-05,,0,2018,otoño,10,4,1
278,279,1,20.3,24.0,62.0,9.0,4126,2018-10-06,,0,2018,otoño,10,5,0
279,280,1,20.9,25.2,68.0,1.5,4036,2018-10-07,,0,2018,otoño,10,6,0
280,281,1,21.4,25.7,70.0,3.0,3174,2018-10-08,Columbus Day,1,2018,otoño,10,0,0
281,282,1,22.2,26.2,73.0,4.3,3114,2018-10-09,,0,2018,otoño,10,1,1
282,283,1,23.4,27.1,73.0,2.8,3603,2018-10-10,,0,2018,otoño,10,2,1
283,284,2,23.2,27.3,81.0,9.6,3896,2018-10-11,,0,2018,otoño,10,3,1
284,285,3,22.3,25.9,91.0,16.6,2199,2018-10-12,,0,2018,otoño,10,4,1
285,286,2,24.2,27.6,90.0,9.5,2623,2018-10-13,,0,2018,otoño,10,5,0
286,287,2,22.6,26.5,72.0,15.0,3115,2018-10-14,,0,2018,otoño,10,6,0
287,288,1,20.8,24.9,48.0,17.3,3318,2018-10-15,,0,2018,otoño,10,0,1
